satellite_source,mine_id,zone_id,ndvi,ndwi,land_surface_temp_c,soil_moisture_satellite_pct,cloud_coverage_pct,data_quality_flag,timestamp
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.165,0.062,37.8,39.5,4.9,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.218,-0.143,32.5,33.3,5.5,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.252,-0.187,31.2,38.5,4.9,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.241,0.079,31.3,53.5,2.4,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.332,0.058,32.7,43.9,7.2,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.278,-0.247,37.4,31.3,0.6,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.274,-0.226,37.4,44.4,4.6,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.272,-0.214,41.5,63.6,0.8,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.287,-0.215,37.0,53.8,2.9,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.28,-0.184,35.8,31.8,4.4,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.343,-0.087,37.1,41.6,0.6,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.33,-0.233,33.1,63.2,4.1,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.331,0.04,33.7,28.4,3.7,CLEAR,2026-01-25T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.137,-0.182,40.6,59.9,4.8,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.166,-0.244,33.7,65.1,2.2,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.251,-0.167,38.0,39.4,0.0,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.254,0.003,38.1,50.3,4.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.454,-0.082,32.5,23.3,3.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.324,-0.166,41.9,59.2,3.7,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.225,0.024,32.7,41.6,6.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.209,0.041,31.8,51.9,7.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.25,-0.233,35.6,38.4,2.6,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.134,-0.104,39.9,63.9,2.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.141,0.088,39.8,37.8,1.7,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.344,-0.086,32.3,36.0,3.0,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.229,-0.019,39.7,49.0,2.4,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.387,-0.028,39.9,54.9,4.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.182,-0.09,35.6,62.6,5.6,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.129,-0.021,32.9,64.2,3.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.214,-0.226,37.4,26.1,1.6,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.255,-0.141,30.6,51.5,6.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.305,0.073,40.6,30.0,0.3,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.262,-0.061,37.8,52.3,1.3,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.278,-0.179,40.2,50.0,4.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.281,-0.041,41.1,35.8,7.0,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.41,-0.191,33.9,51.5,2.2,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.273,-0.188,33.2,42.5,2.8,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.255,-0.214,36.2,57.7,4.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.333,-0.015,41.9,31.3,1.5,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.274,-0.102,39.3,24.7,0.6,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.12,-0.191,37.5,33.3,5.2,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.34,0.088,35.9,58.2,5.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.302,-0.158,30.9,35.2,4.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.324,-0.132,38.1,56.9,6.0,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.268,-0.053,36.3,50.9,4.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.209,0.09,36.7,27.9,1.2,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.33,-0.175,37.5,30.8,2.7,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.237,0.014,32.1,24.9,0.5,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.229,0.095,39.5,41.3,6.8,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.47,-0.099,36.4,48.4,4.5,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.307,0.094,41.7,33.8,0.8,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.254,0.023,35.0,26.8,4.4,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.3,-0.223,39.6,59.7,1.3,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.334,0.001,32.5,37.6,2.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.227,0.051,35.0,45.6,1.1,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.223,-0.126,33.1,34.0,1.0,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.225,0.037,37.5,41.0,8.0,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.34,-0.147,33.8,63.8,0.9,CLEAR,2026-01-29T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.185,-0.157,31.5,50.4,3.9,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.206,-0.077,36.0,23.5,6.6,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.212,-0.206,34.2,49.9,1.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.263,-0.146,32.3,30.0,5.5,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.35,-0.126,33.2,50.1,0.3,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.229,-0.115,38.8,54.5,0.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.331,0.048,35.3,48.1,2.0,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.23,-0.058,34.2,37.7,1.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.345,0.079,38.8,42.1,6.2,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.183,-0.248,32.2,31.9,3.4,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.122,-0.013,32.8,50.6,6.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.28,-0.072,41.7,49.6,3.0,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.272,-0.054,35.9,48.2,3.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.411,-0.052,38.0,65.7,8.0,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.22,-0.207,40.7,48.1,4.5,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.202,-0.011,33.3,27.4,1.9,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.299,-0.04,37.9,23.7,2.3,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.254,-0.21,40.2,37.0,6.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.336,0.065,41.1,31.7,1.6,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.225,-0.084,31.6,57.7,4.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.26,0.087,36.0,59.2,7.5,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.255,-0.061,39.0,31.8,0.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.346,-0.227,38.5,53.9,2.8,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.327,-0.221,38.4,33.6,3.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.318,0.077,38.8,53.5,2.3,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.23,-0.244,34.2,44.8,5.3,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.34,-0.012,42.0,57.5,3.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.177,-0.235,41.0,47.1,4.6,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.25,-0.116,35.4,30.7,2.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.278,-0.179,40.8,30.7,2.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.241,-0.133,38.9,29.8,5.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.345,-0.058,30.5,28.4,7.8,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.12,-0.031,36.1,47.4,5.5,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.207,-0.049,40.4,55.5,6.6,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.288,-0.139,39.6,35.9,0.8,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.2,0.026,36.7,22.7,0.6,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.359,-0.157,37.6,54.9,7.8,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.303,0.068,39.4,33.7,7.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.226,-0.106,35.4,36.7,2.1,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.233,-0.049,40.4,35.1,1.7,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.339,-0.111,40.2,27.8,0.2,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.343,-0.091,38.5,34.7,2.9,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.236,-0.05,38.4,55.7,6.8,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.279,-0.132,37.5,42.8,6.5,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.479,-0.074,32.1,48.1,4.4,CLEAR,2026-02-02T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.175,-0.192,33.7,67.1,3.1,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.132,-0.159,31.9,57.3,0.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.321,-0.249,30.1,57.0,3.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.306,-0.037,38.1,38.5,7.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.453,-0.01,37.5,25.4,2.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.232,-0.209,30.7,52.9,2.8,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.231,-0.075,35.7,46.4,0.4,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.335,-0.168,39.2,64.4,4.4,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.227,-0.121,35.6,44.6,0.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.131,-0.169,32.7,22.3,7.4,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.139,0.083,36.9,59.2,2.2,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.315,0.071,30.8,64.5,1.9,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.338,-0.125,37.1,45.1,4.9,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.478,0.013,38.3,29.3,3.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.163,-0.22,33.6,31.8,4.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.203,-0.24,32.5,66.3,7.5,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.304,-0.209,30.9,59.8,5.1,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.229,0.037,34.5,44.8,1.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.246,0.059,38.5,37.1,6.0,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.245,-0.191,36.2,51.4,1.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.332,-0.01,40.0,45.5,2.6,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.228,0.001,35.4,50.2,1.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.361,0.047,34.3,42.2,2.5,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.236,-0.026,34.2,27.5,4.9,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.2,-0.011,33.5,65.9,2.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.222,0.075,41.3,56.0,0.6,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.242,-0.196,33.1,43.2,1.6,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.208,-0.092,34.0,26.9,1.6,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.275,-0.243,32.3,34.4,0.9,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.215,-0.244,34.2,39.5,4.8,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.26,0.037,35.0,35.7,3.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.223,-0.224,40.9,40.7,7.6,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.188,0.079,32.4,44.4,4.1,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.342,-0.082,41.5,44.0,2.4,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.272,0.049,32.2,49.4,3.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.229,0.062,31.1,32.7,1.8,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.398,0.021,38.8,65.4,4.4,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.22,-0.217,35.4,29.9,7.6,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.3,-0.081,37.2,39.7,2.4,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.29,-0.032,40.3,38.2,2.5,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.269,-0.102,31.5,41.1,0.3,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.231,-0.151,41.4,66.8,1.2,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.204,-0.103,40.6,60.7,7.8,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.269,-0.14,34.8,36.1,0.7,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.322,0.07,34.6,52.9,2.9,CLEAR,2026-02-06T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.137,0.058,31.9,37.5,7.6,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.173,-0.234,36.6,37.4,7.1,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.264,-0.245,30.7,54.4,6.2,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.243,0.012,35.8,60.5,5.8,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.442,-0.225,32.2,28.3,1.7,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.325,-0.023,40.8,62.2,5.0,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.344,-0.027,40.0,54.3,6.6,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.304,-0.201,37.5,67.2,0.3,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.223,-0.181,39.5,33.2,5.9,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.135,-0.171,36.5,53.1,0.5,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.19,0.085,37.5,67.6,4.7,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.314,-0.086,39.5,46.9,5.3,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.29,-0.096,41.9,39.9,3.5,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.405,-0.195,34.7,51.2,5.7,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.138,-0.042,34.6,62.1,6.8,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.161,-0.214,33.1,34.0,4.1,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.251,-0.155,30.3,40.5,6.6,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.257,-0.227,38.1,66.8,4.5,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.245,-0.052,37.5,49.0,5.6,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.221,-0.189,37.1,25.6,1.7,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.314,-0.069,32.9,51.8,4.7,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.35,0.064,37.0,47.3,6.0,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.332,0.086,35.3,40.9,7.1,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.203,-0.132,30.0,42.9,7.6,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.286,-0.131,40.4,35.0,6.8,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.226,-0.216,40.1,29.6,4.5,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.298,-0.248,38.5,34.9,7.6,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.146,0.074,39.6,40.8,5.4,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.289,0.093,41.5,59.2,2.2,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.209,0.009,39.2,67.2,0.9,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.334,-0.022,32.8,33.1,0.8,CLEAR,2026-02-10T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.274,0.093,38.8,44.2,5.3,CLEAR,2026-02-10T10:30:00Z
